Obverse,Reverse,tag
41.hibit,"hibit=hold拿，持
exhibit         [ex-外，出，hibit拿，持;拿出去→摆出去给人看]展出，展览，陈列，展示
Next week those goods will exhibit in that shop. 下个星期, 这些货物将在那家商店展出。
exhibition      [见上，-ion名词后缀]展览，展览会，展示
She will have an exhibition of her pictures. 她将为自己的画作举办一个展览会。
exhibitioner    [见上，-er表示人]展出者
exhibitor       [见上，-or表示人]展览会的参加者
inhibit         [in-表示in，hibit持，握;’to hold in”，’to maintain in”]阻止，禁止，抑制
His senses and reasons inhibited his wrong desires or impulses.
他的理智抑制了不正当的欲望或冲动。
inhibition      [见上，-ion名词后缀]阻止，禁止，抑制
Some drugs can cause the inhibition of normal bodily activity.
某些药物能抑制正常的身体功能。
inhibitor       [见上，-or表示人或物]阻止者，禁止者，抑制剂
prohibit       [pro-向前，hibit持，握;挡住]阻止，禁止
The high cost prohibits the widespread use of the drug. 该药昂贵, 影响广泛应用。
prohibition     [见上，-ion名词后缀]禁止，禁令
a treaty for the prohibition of nuclear tests 禁止核试验的条约
prohibitor      [见上，-or表示人]禁止者，阻止者
",root
42.hospit,"hospit=guest客人
hospital       [hospit客人，-al名词后缀;原义为接待’客人”的地方→接待’病客”的地方]医院
hospitalize     [见上，-ize动词后缀]把…送入医院治疗
He broke a leg and was hospitalized for a month. 他跌断了一条腿, 要留医一个月。
hospitable     [hospit客人→待客，好客-able形容词后缀，…的]好客的，招待周到的，殷勤的
They are very hospitable. 他们很好客。
hospitality     [见上，-ality名词后缀]好客的，殷勤
Thank you for your kind hospitality. 谢谢你的盛情款待。
inhospitable   [in-不，hospitable好客的]不好客的，不殷勤的
They’re extremely inhospitable these days. 这些日子他们极不友好。
inhospitality    [见上]不好客，不殷勤
",root
43.idio,"idio=peculiar，own，private，proper特殊的，个人的，专有的
idiom          [idio特殊的，专有的;特殊的语言.专用的语言]惯用语，方言，习语，成语
Every language has its own idioms. 每种语言都有自己的习语。
idiomatic       [见上，-atic形容词后缀，…的]惯用语的，成语的
In our reading we should always be alert for idiomatic expressions.我们在阅读过程中应经常注意惯用法。
idiot           [idio特殊的;特殊的人→异予正常人的人]傻子，痴人，白痴
She always makes a mess of things; she is an idiot! 她总是把事情弄糟, 真是个大笨蛋！
idiotic          [见上，-ic形容词后缀，…的]白痴的，愚蠢的
How boring that idiotic Count is! 那个笨蛋伯爵真讨厌！
idiocy          [见上，-cy名词后缀]白痴，极端愚蠢
idiograph       [idio个人的，专有的，graph写，文字，图形]个人的签名，商标
idiopathy       [idio特殊的，自己的，pathy病]特发病，自发病
idiochromatic    [idio个人的，自己的，chrom色，-atic形容词后缀，…的]自色的，本色的
",root
44.insul,"insul=island岛
peninsula       [pen-相似，相近，似乎，insul岛，-a名词后缀;和岛相似，似乎是一个岛→不完全是一个岛]半岛
The Arab live on the Arabian Peninsula.阿拉伯人居住在阿拉伯半岛上。
peninsular      [见上，-ar形容词后缀，…的]半岛的;[-ar名词后缀]半岛的居民
insular         [insul岛，-ar形容词后缀…的]岛的，岛国的，岛民的，思想狭隘的，偏狭的
A continental climate is different from an insular one. 大陆性气候不同于岛屿气候。
insularism       [见上，-ism表示特性]岛国特性，狭隘性
insularity        [见上，-ity表示特性]岛国性，孤立性，偏狭性
insulate         [insul岛→孤立→与外界隔绝，-ate动词后缀，使…;使成岛状→使孤立，使与…隔绝]隔离，使孤立，使绝缘
The function of a mammal's fur is to insulate the body.哺乳动物皮毛的功能在于使身体保温。
insulation       [见上，-ation名词后缀]隔绝，孤立，绝缘
Foam rubber provides good insulation. 泡沫橡胶隔绝性能良好。
insulator        [见上，-ator表示人或物]隔绝者，绝缘体
Few substances can equal fur as an insulator.
作为绝缘体很少有其他材料能与动物皮毛相媲美。
insulin          [insul岛，-in名词后缀，表示’素”]胰岛素
",root
45.it,"it=go行走
exit            [ex-出，外，it行走;走出，向外走]出口，太平门，退出
Leave the motorway at the next exit. 在下一个出口处驶离高速公路。
initial        [in-入，it走，-ial形容词后缀，…的;走入→进入→入门→开始]开始的，最初的
He carved his initials on the wall. 他将他名字的首字母刻在这墙上。
initiate         [见上，-ate动词后缀，使…]使入门，开始，创始
The club initiated twelve members. 俱乐部正式接受12个人为会员。
initation        [见上，-ation名词后缀]开始，创始
initiative        [见上，-ative形容词后缀，…的]起始的，初步的
transit         [trans-越过，it走;to go across，to go over]通过，通行，运送，过渡，转变
His luggage was lost in transit. 他的行李在运送中丢失。
transitory       [见上，-ory形容词后缀，…的;走过的，经过的→逝去的，消逝的]瞬息即逝的，短暂的
In the final analysis, most of life’s joys are transitory.
归根结底,尘世间的欢乐大多是过眼烟云,转瞬即逝。
transition       [见上，-ion名词后缀]过渡，转变
They all support a peaceful transition. 他们全部都支持和平过渡。
itinerary         [it行走，→旅行，-ary形容词后缀，…的]旅行的，旅程的，路线的;[-ary名词后缀]旅程;路线，旅行指南
A visit to Rome must be included in the itinerary. 罗马之行必须列入预定行程。
itinerate         [it行走，-ate动词后缀]巡游，巡回
circuit           [cire圆，环，-u-，-it行]环行，周线，电路，回路
circuitous        [见上，-ous形容词后缀，…的]迂回的，绕行的
They took a circuitous route to avoid reporters. 他们绕道避开了记者。
sedition          [sed=se离开，it走，-ion名词后缀;走离→离轨→越轨→越轨的言论或行动]叛乱，暴动，煽动性的言论或行动
seditionary       [见上，-ary表示人]煽动叛乱者，煽动分子
seditious         [见上，-ious形容词后缀，…的]煽动性的，参与煽动的
",root
46.ject,"ject=throw投掷
project           [pro-向前，ject掷]抛出，投出，投掷，发射，射出;[投出→拿出，提出一种设想]设计，计划，规则
Can you project a new working scheme for us? 你能为我们设计一个新的工作计划吗?
projection        [见上，-ion名词后缀]投掷，发射，投影，投影图，设计，规则
The council has revised its projections of funding requirements upwards.地方议会调高了对资金需求的预测。
projector         [见上，-or表示人或物]投射器，发射器，放映机，计划人，设计者
projectile         [见上，-ile表示物]抛射体，射弹;[-ile形容词后缀，…的]抛射的
inject            [in-入，ject投;’投入”→射入]注入，注射
The doctor has injected him under the skin. 医生已给他皮下注射了一针。
injection         [见上，-ion名词后缀]注射
Those drugs are given by injection as well as through the mouth.那些药可注射, 也可口服。
injector          [见上，-or表示人或物]注射者，注射器
reject            [re-回，反，ject掷;’掷回”→不接受]拒绝，抵制，驳回
He was afraid she would reject him because he was a foreigner.他担心她会因他不是本国人而拒绝他。
rejecter          [见上，-er表示人]拒绝者
interject          [inter-中间，ject投;’投入中间”](突然)插入
interjection       [见上，-ion名词后缀]插入，插入物;[插入句子中间的词]感叹词，惊叹词
subject          [sub-在…之下，ject投;投于某种管辖之下]使服从，使隶属，支配，统治;[转为被统治的人]臣民;[在句子中属于支配，统治地位的词](句子的)主语，主词
This area is subject to earthquakes. 该地区常发生地震。
subjection       [见上，-ion名词后缀]征服，臣服，隶属，服从
subjective       [见上，-ive形容词后缀，…的]主语的，主词的，主观的
object           [ob-相对，相反，对面，ject投;’投放在对面(前面)之物”]对象，目标，物体;[与主词(主词)相对者]宾语，受词;[投向对立面]反对，抗议
The building is the main object of his interest. 他最感兴趣的是这栋建筑物。
objection        [见上，-ion名词后缀]反对
Please present your objection to the plan. 请提出反对这个计划的理由。
objective        [见上，object对象→客体→客观;-ive形容词后缀，…的]客观的
adjective        [ad-表示to，ject投，-ive名词后缀;投放在名词旁的词]形容词;[-ive形容词后缀，…的]形容词的
eject           [e-出，ject掷，抛]逐出，喷射，吐出，发出
Some ants eject formic acid when irritated. 有些蚂蚁受到刺激时会排出蚁酸。
ejector          [ab，离开，ject抛;被抛弃的]卑我的，可怜的，凄惨的
deject           [de-下，ject投，抛;’抛下”→落下→使低落→使情绪低落]使沮丧，使气馁
dejected         [见上，-ed形容词后缀，…的]沮丧的，情绪低落的
Peter was dejected, his confidence in tatters. 彼得精神沮丧,信心皆无。
",root
47.juven,"juven=young年轻，年少
juvenile          [juven年少，-ile形容词后缀，…的]青少年的;[转作名词]青少年
He is an expert in juvenile delinquency. 他是研究青少年犯罪的专家。
juvenility         [见上，-ility名词后缀]年少，年轻
juvenescence     [juven年少，年轻，-escence名词后缀，表示逐渐形成某种状态]变年轻
juvenescent      [见上，-escent形容词后缀，逐渐形成某种状态的]由婴儿期向青年过渡的
juvenilia          [juvenile(e)少年，-ia名词后缀]少年文艺读物;少年时代的作品
rejuvenate        [re-再，juven年轻，-ate动词后缀;再年轻]返老还童，恢复活力
The mountain air will rejuvenate you. 山里的空气会使你恢复活力。
rejuvenation       [见上，-ition名词后缀]返老还童
rejuvenesce       [见上，-esce动词后缀]使返老还童，返老还童
rejuvenescence    [见上，-escence名词后缀]返老还童
rejvenescent       [见上，-escent形容词后缀，…的](使)返老还童的
rejuvenator        [见上，-ator表示人或物](使)恢复青春活力的人(或物)
",root
48.lect,"lect=choose，gather选，收(lect也作leg，lig)
elect             [e-出，lect选;选出]选举
Then the congress elected its presidium. 然后代表大会选出主席团。
election          [见上，-ion名词后缀]选举
Charles declared the result of the election. 查尔斯宣布了选举结果。
elector           [见上，-or表示人]选举者，有选举权的人
select            [se-离开，分开，lect选]挑选，选出，选择，选拔
They selected a diamond engagement ring. 他们挑选了一枚钻石订婚戒指。
selection         [见上，-ion名词后缀]选择，选择物，选集，选品
We left the selection of the team to the captain. 我们把挑选队员的工作交给了队长。
interllect          [intel=inter中间，lect选;’从中选择”→‘能于其中择其善者”→选优择善的能力]智力，力智，智慧
intellectual        [见上，-ual形容词后缀，…的]有智力的;[转为名词]有知识者，知识分子
Maths is an intellectual exercise. 数学是一种智力训练。
intelligence        [见intellect，lig=lect选，-ence名词后缀]智力，理解力，聪明
The children were given an intelligence test. 儿童们接受了智力测验。
intelligent         [见上，-ent形容词后缀，…的]理解力强的，聪明的
I have not arrived at a very intelligent opinion on that matter. 我对那件事还没有高见。
intelligentsia       [见上，-ia表示集合名词，总称]知识界，知识分子(总称)
collect            [col-共同，一起，lect收集;’收到一起来”]收集，聚集，集合
He collected the children from school. 他从学校把孩子们接走了。
collection         [见上，-ion名词后缀]收集，集合，收集物
There are two collections a day from this letter-box. 这个信筒每天收信两次。
collective         [见上，-ive形容词后缀，…的]聚集的，集合的，集体的
We all bear collective responsibility for this decision. 我们大家共同承担这项决定的责任。
collectivism       [见上，-ism主义]集体主义
elegant           [e-出，leg-lect挑选，-ant形容词后缀，…的，挑选出来的，众里挑一的]美好的，漂亮的，优美的，高雅的
She has a life of elegant ease. 她过着风雅悠闲的生活。
elegance          [见上，-ance名词后缀]漂亮，优美，雅致
inelegant          [in-不，elegant见上]不雅的，粗俗的
inelegance        [见上，-ance名词后缀]不雅，粗俗的
eligible            [e-出，lig=lect选，-ible形容词后缀，可…的]有被选出资格的，符合被推选的条件的
He is an eligible young man. 他是一个合格的年轻人。
ineligible          [in-不，无，见上]无被选出资格的，不合格的
The country had been declared ineligible for World Bank lending.这个国家已被宣布没有资格获得世界银行的贷款。
neglect           [neg-不，未，lect选，收;未选取，未收取→遗漏]疏忽，忽视，忽略
The government neglected industry. 政府忽视了工业。
neglectful         [见上，-ful形容词后缀，…的]疏忽的
She was neglectful of her clothing. 她不注意自己的穿着。
negligence        [见上，neglig=neglect(lig=lect)疏忽，-ence名词后缀]疏忽，忽视，忽略
negligent          [见上，-ent形容词后缀，…的]疏忽的，忽视的，不小心的
I was negligent, I admit it. 我太疏忽大意,这一点我承认。
",root
49.lev,"lev=raise举，升
elevate           [e-出，lev举，-ate动词后缀;’举出”→举起]抬起，举起，使升高
The good news elevated everyone's spirits. 这个好消息鼓舞了每个人的情绪。
elevator          [见上，-or表示人或物]升降机，电梯，起卸机，举起者，起重工人
The elevator broke down and we had to walk up the tenth floor.
电梯坏了, 我们只好走到十层。
elevation         [见上，-ion名词后缀]提升，提高，高度
The house is at an elevation of 2, 000 metres. 那幢房子位于海拔两千米的高处。
elevatory         [见上，-ory形容词后缀，…的]举起的，高举的
lever             [lev举，-er表示物;能举起重物之杆]杠杆
He is repairing the brake lever of an automobile. 他正在修理汽车的刹车杆。
leverage         [见上，lever杠杆，-age表示抽象名词]杠杆作用
We'll have to use leverage to move this huge rock.
我们不得不借助杠杆之力来移动这块巨石。
relieve           [re-加强意义，live→lev举;把压在…上面的东西举起→使…减轻负担]减轻，解除(痛苦等)，救济
The doctors did their best to relieve the patient. 医生们尽力减轻病人的痛苦。
relievable        [见上，-able形容词后缀，可…的]可减轻的，可解除的
relief            [见上，v→f](痛苦.压迫等的)减轻，解除，免除，救济
His words provided some comic relief in what was really a dull speech.他的话给极沉闷的讲话增添了几分轻松的气氛。
levitate          [lev举，升，-it-，-ate动词后缀](使)升在空中，(使)飘浮在空中
I often dream that I can levitate. 我经常梦想我能够飞起来在空中飘浮。
levity            [lev举，升，-ity名词后缀;’升起”→飘起→飘浮]轻浮，轻率
alleviate         [al-加强意义，lev举，-i-，-ate动词后缀;’把压在上面的东西举起→使减轻]减轻(痛苦等)，缓和
The doctor gave her an injection to alleviate the pain. 医生给她注射以减轻疼痛。
alleviation       [见上，-ion名词后缀]减轻，缓和
alleviatory       [见上，-ory形容词后缀，…的]减轻痛苦的，起组缓和作用的
",root
50.liber,"liber=free自由
liberate         [liber自由，-ate动词后缀，使…;使自由]解放，使获自由，释放
They did their best to liberate slaves. 他们尽最大能力去解放奴隶。
liberation       [见上，-ion名词后缀]解放，释放
Leaving school was such a liberation for me! 毕业对我来说简直是一种解放！
preliberation    [pre-前，以前，liberation解放]解放前的
postliberation    [post-后，以后]解放后的
liberator        [见上，-or者]解放者，释放者
liberty          [liber自由，-ty名词后缀]自由，自由权
The constitution guards the liberty of people. 宪法保障人民的自由。
liberticide       [liberty(y→i)自由，cid杀]扼杀自由(者)，扼杀自由的
liberal          [liber自由，-al形容词后缀…的]自由(主义)的;Liberal(英国等的)自由党的
He has a liberal attitude to divorce and remarriage. 他对离婚和再婚看得很开。
liberalism       [见上，-ism主义]自由主义
liberalist        [见上，-ist主义]自由主义者;[ist形容词后缀，…的]自由主义的
liberalize       [见上，-ize动词后缀，使…化](使)自由化，(使)自由主义化
Liberia         [liber自由，-ia名词后缀;意为’自由之国”]利比里亚(非洲一国家名)
",root
51.lingu,"lingu=language语言
linguist         [lingu语言，-ist表示人]语言学家
linguistie       [见上，-ic形容词后缀，…的]语言学的，语言的
linguistics      [见上，-ics名词后缀，…学]语言学
bilingual       [bi-两，lingu语言，-al形容词后缀，…的]两种语言的
She works as a bilingual secretary for an insurance company.
她为一家保险公司做双语秘书。
bilingualist     [见上，-ist表示人]通晓两种语言者
bilingualism    [见上，-ism表示行为或状况]通晓两种语言，用两种语言
trilingual       [tri-三，lingu语言，-al形容词后缀，…的]三种语言的
multilingual     [multi-多，lingu语言，-al形容词后缀，…的]多种语言的，懂多种语言的
collingual       [col-同，ligua语言，al形容词后缀，…的](用)同一种语言的
Linguaphone    [lingu语言，-a-，phone声音]灵格风(一种运用唱片进行的口语训练)
",root
52.liter,"liter=letter文字，字母
literate        [liter文字→识字，-ate名词后缀，表示人]识字的人;[-ate形容词后缀，…的]识字的，有文化的
Only a few of the nation's peasants are literate. 这个国家的农民中只有少数人能识字。
literacy        [liter文字→识字，-acy表示情况，性质]识字，有学问，有文化
I can't believe that he failed the literacy test. 我无法相信他识字测试不及格。
illiterate       [it-不，literate识字的(人)]不识字的，文盲的，不识字的人，无文化的人
An illiterate, later he received some schooling.他原先大字不识一个,后来接受一些学校教育。
illiteracy       [it-不，literacy识字]不识字，文盲，未受教育，无知
It is encouraging to read that illiteracy is declining.
从读报中了解文盲情况正在好转,这是令人鼓舞的。
semiliterate    [semi-半，literate识字的]半识字的，半文盲的
anti-illiteracy   [anti-反，反对，illiteracy文盲]扫除文盲
literature      [liter文字→由文字组成的→文章→文学，-ature=-ure名词后缀]文学(作品)
He was an expert on ancient Chinese astronomical literature.
他是研究中国古代天文学文献的专家。
literary        [liter文字→文章→文学，-ary形容词后缀，…的]文学的
Your style is a bit too literary. 你的文笔书卷气重了一点。
literator       [见上，-ator表示人]文学家，文人，作家
uniliteral      [uni-单一，liter字母，-al形容词后缀，…的]单字母的
biliteral       [bi-两个，见上]两个字母(组成)的
triliteral       [tri-三个，见上]三个字母的(词)
transliteral     [trans-转，换，liter字母，-ate动词后缀;由一种字母转换成另一种字母”]按照字母直译，音译
transliteration  [见上，-ion名词后缀]按字母直译，音译
obliterate      [ob-离，去掉，liter字，字母→字迹，-ate动词后缀;把字迹涂掉]涂抹，擦去，删除
The village was obliterated in the bombing raid. 这个村庄在轰炸袭击中被完全毁灭了。
obliteration    [见上，-ion名词后缀]涂掉，涂抹，删除，灭迹
literal         [liter文字，-al形容词后缀，…的]文字的，文字上的，字面的
He made a literal interpretation. 他逐字解释。
",root
53.loc,"loc=place地方
local          [loc地方，-al形容词后缀，…的]地方的，当地的，本地的
localism       [见上，-ism表示主义，语言]地方主义，方言，士语
",root
54.log,"log=speak言，说
dialogue      [dia-对，相对，log言，说]对话
They had long dialogues. 他们进行了长时间的对话。
dialogist       [见上，-ist表示人]对话者
eulogy        [eu-美好，log言，-y名词后缀，美言]赞美之词，颂词，赞扬
eulogize      [见上，-ize动词后缀]赞美，赞颂，颂扬
apology       [apo-分开，离开，脱开，log言，说;’说开”→解说]道歉，谢罪，辩解
Please accept my apologies. 请接受我的歉意。
apologize     [见上，-ize动词后缀]道歉，谢罪，辩解
You forgot to apologize. 你忘记道歉了。
prologue      [pro-前，log言]前言，序言
A poor wedding is a prologue to misery. 不幸的婚姻是痛苦的开始。
epilogue     [epi-旁，外，log言，话; 正文以外的话→正文后面的话]结束语，后记, 闭幕词
epilogize      [见上，-ize动词后缀]作结束语
monologue    [mono-单独，log言，说](戏剧)独白
The comedian gave a long monologue of jokes.喜剧演员讲了一长段由笑话组成的独白。
monologist    [见上，-ist表示人](戏剧)独白者
pseudology    [pseudo-假，log言，话，-y名词后缀]假话
neologism     [neo-新，log言，词，-ism表示语言]新语，新词
neologize     [见上，-ize动词后缀]使用新词，创造新词
antilogy       [anti-反对，相反，log言;相反之言]前后矛盾，自相矛盾
dyslogy       [dys-恶，不良，log言;恶言]非难，非议，指责，咒骂
logic          [log语言→辩论→推理，论理，-ic名词后缀，表示…学]逻辑
He argues with learning and logic. 他的辩论既有学问又合逻辑。
logical        [见上，-al形容词后缀，…的]逻辑的，符合逻辑的
To be specific, the argument in your graduation thesis is logical.
具体地说, 你的毕业论文符合逻辑。
illogical       [il-不，见上]不合逻辑的
It is clearly illogical to maintain such a proposition. 坚持这种主张显然是没有道理的。
philologist     [philo爱好，log语言，-ist者]语言学者
philology      [见上，-y名词后缀]语言学
",root
